Adel School District 21,http://www.lakeesd.k12.or.us
Adrian School District 61,http://www.adrian.k12.or.us
Alsea School District 7j,http://www.alsea.k12.or.us
Amity School District 4j,http://www.amity.k12.or.us
Annex Sd 29,http://www.annex.k12.or.us
Arlington School District 3,http://www.honkernet.net
Arock School District 81,http://www.malesd.k12.or.us
Ashland School District 5,http://www.ashland.k12.or.us
Ashwood School District 8,http://www.ashwood.k12.or.us
Astoria School District 1,http://www.astoria.k12.or.us
Athena-Weston School District 29rj,http://www.athwest.k12.or.us
Baker School District 5j,http://www.baker.k12.or.us
Bandon School District 54,http://www.bandon.k12.or.us
Banks School District 13,http://www.banks.k12.or.us
Beaverton School District 48j,http://www.beaverton.k12.or.us
Bend-La Pine Schools,http://www.bend.k12.or.us
Bethel School District 52,http://www.bethel.k12.or.us
Blachly Sd 90,http://www.blachly.k12.or.us
Black Butte School District 41,http://www.blackbutte.k12.or.us
Brookings-Harbor School District 17c,http://www.brookings.k12.or.us
Burnt River School District 30j,http://www.burntriver.k12.or.us
Butte Falls School District 91,http://www.buttefalls.k12.or.us
Camas Valley Sd 21j,http://www.camasvalley.k12.or.us
Canby School District 86,http://www.canby.k12.or.us
Cascade School District 5,http://www.cascade.k12.or.us
Centennial School District 28j,http://www.csd28j.org
Central Curry School District 1,http://www.ccsd.k12.or.us
Central Linn School District 552,http://www.centrallinn.k12.or.us
Central Point School District 6,http://www.district6.org
Central School District 13j,http://www.central.k12.or.us
Chemawa Indian School District,http://www.chemawa.bie.edu
Clatskanie School District 6j,http://www.csd.k12.or.us
Colton School District 53,http://www.colton.k12.or.us
Condon School District 25j,http://www.condon.k12.or.us
Coos Bay School District 9,http://www.cbd9.net
Coquille School District 8,http://www.coquille.k12.or.us
Corbett School District 39,http://www.corbett.k12.or.us
Corvallis School District 509j,http://www.csd509j.net
Cove Sd 15,http://www.cove.k12.or.us
Creswell School District 40,http://www.creswell.k12.or.us
Crook County School District,http://www.crookcounty.k12.or.us
Crow-Applegate-Lorane School District 66,http://www.cal.k12.or.us
Culver School District 4,http://www.culver.k12.or.us
Dallas School District 2,http://www.dsd2.org
David Douglas School District 40,http://www.ddouglas.k12.or.us
Dayton School District 8,http://www.daytonk12.org
Dayville School District 16j,http://www.grantesd.k12.or.us/Dayville
Diamond School District 7,http://www.harneyesd.k12.or.us
Double O School District 28,NA
Douglas County School District 15,http://www.dayscreekschools.com
Douglas County School District 4,http://www.roseburg.k12.or.us
Drewsey School District 13,http://www.harneyuh.k12.or.us/index.php/rural-feeder-districts/drewsey-elementar
Dufur School District 29,http://www.dufur.k12.or.us
Eagle Point School District 9,http://www.eaglepnt.k12.or.us
Echo School District 5,http://www.echo.k12.or.us
Elgin School District 23,http://www.elgin.k12.or.us
Elkton School District 34,http://www.elkton.k12.or.us
Enterprise School District 21,http://www.enterprise.k12.or.us
Estacada School District 108,http://www.estacada.k12.or.us
Eugene School District 4j,http://www.4j.lane.edu
Falls City School District 57,http://www.fallscityschools.org
Fern Ridge School District 28j,http://www.fernridge.k12.or.us
Forest Grove School District 15,http://www.fgsd.k12.or.us/pages/ForestGroveSD
Fossil Sd 21j,http://www.fossil.k12.or.us
Frenchglen School District 16,http://www.frenchglen.k12.or.us/
Gaston School District 511j,http://www.gaston.k12.or.us
Gervais School District 1,http://www.gervais.k12.or.us
Gladstone School District 115,http://www.gladstone.k12.or.us
Glendale School District 77,http://www.glendale.k12.or.us
Glide School District 12,http://www.glide.k12.or.us
Grants Pass School District 7,http://www.grantspass.k12.or.us
Greater Albany Public School District 8j,http://albany.k12.or.us
Gresham-Barlow School District 10j,http://www.gresham.k12.or.us
Harney County School District 3,http://www.burnsschools.k12.or.us
Harney County School District 4,http://www.harneyuh.k12.or.us/index.php/rural-feeder-districts/crane-elementary
Harney County Union High School District 1j,http://cranehighschool.org
Harper Sd 66,http://www.harper.k12.or.us
Harrisburg School District 7j,http://www.harrisburg.k12.or.us
Helix School District 1,http://www.helix.k12.or.us
